Product ID,Category,Sub-Category,Product Name,New Product ID
OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,OFF-BI-10001758-Wilson Jones
OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,OFF-BI-10000136-Avery Non-St
OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,OFF-ST-10000649-Hanging Pers
OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,OFF-PA-10003641-Xerox 1909
FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",FUR-CH-10002961-Leather Task
OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",OFF-PA-10004041-It's Hot Mes
TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,TEC-PH-10001336-Digium D40 V
TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,TEC-MA-10003183-DYMO CardSca
TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,TEC-AC-10001314-Case Logic 2
TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,TEC-AC-10004510-Logitech Des
OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",OFF-BI-10000042-Pressboard D
FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",FUR-TA-10003008-Lesro Round 
OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,OFF-AP-10003590-Hoover WindT
OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,OFF-PA-10000806-Xerox 1934
OFF-AR-10000896,Office Supplies,Art,Newell 329,OFF-AR-10000896-Newell 329
TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,TEC-PH-10002310-Panasonic KX
OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",OFF-ST-10002289-Safco Wire C
OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,OFF-PA-10001289-White Comput
OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,OFF-FA-10000053-Revere Boxed
FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",FUR-FU-10004091-Eldon 200 Cl
OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,OFF-EN-10003001-Ames Color-F
FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",FUR-TA-10002958-Bevis Oval C
FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,FUR-TA-10001676-Hon 61000 Se
OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",OFF-BI-10000822-Acco PRESSTE
OFF-PA-10004888,Office Supplies,Paper,Xerox 217,OFF-PA-10004888-Xerox 217
FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",FUR-TA-10002622-Bush Andora 
OFF-PA-10000418,Office Supplies,Paper,Xerox 189,OFF-PA-10000418-Xerox 189
FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,FUR-TA-10001039-KI Adjustabl
OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,OFF-AR-10002240-Panasonic KP
OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,OFF-BI-10002867-GBC Recycled
FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",FUR-FU-10003976-DAX Executiv
TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,TEC-PH-10002922-ShoreTel Sho
OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,OFF-PA-10000501-Petty Cash E
OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,OFF-AP-10004980-3M Replaceme
TEC-PH-10001750,Technology,Phones,Samsung Rugby III,TEC-PH-10001750-Samsung Rugb
OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",OFF-BI-10003708-Acco Four Po
OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,OFF-BI-10001191-Canvas Secti
OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,OFF-PA-10003673-Strathmore P
OFF-PA-10001639,Office Supplies,Paper,Xerox 203,OFF-PA-10001639-Xerox 203
TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,TEC-AC-10004975-Plantronics 
OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,OFF-BI-10004364-Storex Dura 
OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,OFF-PA-10001712-Xerox 1948
FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,FUR-CH-10004289-Global Super
TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,TEC-PH-10002564-OtterBox Def
OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,OFF-BI-10004876-Wilson Jones
TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,TEC-PH-10004348-OtterBox Def
OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,OFF-BI-10004352-Wilson Jones
OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,OFF-BI-10000666-Surelock Pos
TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,TEC-MA-10000010-Hewlett-Pack
OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,OFF-BI-10000977-Ibico Plasti
FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",FUR-TA-10002530-Iceberg Offi
FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,FUR-FU-10001473-DAX Wood Doc
OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,OFF-BI-10001765-Wilson Jones
FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,FUR-CH-10000847-Global Execu
OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,OFF-PA-10001293-Xerox 1946
OFF-AR-10000634,Office Supplies,Art,Newell 320,OFF-AR-10000634-Newell 320
FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",FUR-FU-10004270-Eldon Image 
OFF-AR-10003770,Office Supplies,Art,Newell 340,OFF-AR-10003770-Newell 340
OFF-LA-10003121,Office Supplies,Labels,Avery 506,OFF-LA-10003121-Avery 506
OFF-PA-10002262,Office Supplies,Paper,Xerox 192,OFF-PA-10002262-Xerox 192
OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),OFF-PA-10002464-HP Office Re
OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,OFF-ST-10002214-X-Rack File 
OFF-PA-10000130,Office Supplies,Paper,Xerox 199,OFF-PA-10000130-Xerox 199
TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,TEC-AC-10000865-WD My Passpo
OFF-FA-10003021,Office Supplies,Fasteners,Staples,OFF-FA-10003021-Staples
TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,TEC-PH-10003580-Cisco IP Pho
TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,TEC-AC-10001109-Logitech Tra
OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",OFF-PA-10001838-Adams Teleph
OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,OFF-ST-10004950-Acco Perma 3
OFF-PA-10003823,Office Supplies,Paper,Xerox 197,OFF-PA-10003823-Xerox 197
TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",TEC-PH-10001300-iKross Bluet
FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,FUR-TA-10003715-Hon 2111 Inv
TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,TEC-MA-10004458-Lexmark X 95
OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,OFF-BI-10004965-Ibico Covers
OFF-AR-10001419,Office Supplies,Art,Newell 325,OFF-AR-10001419-Newell 325
OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,OFF-PA-10002586-Xerox 1970
OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,OFF-AR-10002221-12 Colored S
FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",FUR-FU-10002456-Master Caste
OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,OFF-FA-10004968-Rubber Band 
OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,OFF-PA-10001274-Loose Memo S
OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,OFF-PA-10001125-Xerox 1988
OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",OFF-ST-10000344-Neat Ideas P
OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,OFF-ST-10003324-Belkin OmniV
OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",OFF-ST-10000419-Rogers Jumbo
OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",OFF-AP-10001626-Commercial W
FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,FUR-FU-10003981-Eldon Wave D
OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",OFF-ST-10001291-Tenex Person
OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,OFF-AP-10004868-Hoover Comme
OFF-LA-10002195,Office Supplies,Labels,Avery 481,OFF-LA-10002195-Avery 481
OFF-AR-10001315,Office Supplies,Art,Newell 310,OFF-AR-10001315-Newell 310
OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,OFF-EN-10003134-Staple envel
OFF-AR-10001955,Office Supplies,Art,Newell 319,OFF-AR-10001955-Newell 319
OFF-LA-10001641,Office Supplies,Labels,Avery 518,OFF-LA-10001641-Avery 518
OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,OFF-ST-10001370-Sensible Sto
TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,TEC-AC-10003038-Kingston Dig
OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,OFF-BI-10000088-GBC Imprinta
OFF-AR-10003504,Office Supplies,Art,Newell 347,OFF-AR-10003504-Newell 347
OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,OFF-EN-10003160-Pastel Pink 
TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,TEC-AC-10003280-Belkin F8E88
TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,TEC-PH-10000169-ARKON Windsh
OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,OFF-PA-10001526-Xerox 1949
OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",OFF-AP-10004336-Conquest 14 
OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,OFF-PA-10001357-Xerox 1886
OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",OFF-FA-10000992-Acco Clips t
OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",OFF-AR-10001221-Dixon Ticond
TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home Telephone,TEC-PH-10004830-Pyle PRT45 R
OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,OFF-PA-10004519-Spiral Phone
FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,FUR-BO-10000362-Sauder Ingle
OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,OFF-PA-10000308-Xerox 1901
OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,OFF-SU-10001165-Acme Elite S
FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped","FUR-FU-10001488-Tenex 46"" x "
OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,OFF-AR-10003251-Prang Drawin
OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",OFF-AR-10001044-BOSTON Range
OFF-AR-10000823,Office Supplies,Art,Newell 307,OFF-AR-10000823-Newell 307
OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,OFF-AR-10004456-Panasonic KP
OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,OFF-BI-10000591-Avery Binder
TEC-PH-10000441,Technology,Phones,VTech DS6151,TEC-PH-10000441-VTech DS6151
TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,TEC-AC-10004855-V7 USB Numer
OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,OFF-AR-10001915-Peel-Off Chi
OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,OFF-ST-10000352-Acco Perma 2
OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",OFF-PA-10000575-Wirebound Me
FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","FUR-FU-10002937-GE 48"" Fluor"
TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,TEC-AC-10003063-Micro Innova
TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,TEC-AC-10002049-Plantronics 
FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",FUR-FU-10004415-Stacking Tra
OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,OFF-ST-10002011-Smead Adjust
TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,TEC-PH-10000038-Jawbone MINI
OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),OFF-PA-10002689-Weyerhaeuser
TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,TEC-CO-10001766-Canon PC940 
OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,OFF-PA-10004359-Multicolor C
OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",OFF-FA-10001135-Brites Rubbe
OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,OFF-BI-10004224-Catalog Bind
TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,TEC-PH-10003357-Grandstream 
OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,OFF-PA-10004475-Xerox 1940
OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,OFF-PA-10003001-Xerox 1986
OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,OFF-FA-10000611-Binder Clips
OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",OFF-BI-10001116-Wilson Jones
TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,TEC-PH-10004922-RCA Visys In
OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,OFF-BI-10002353-GBC VeloBind
OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,OFF-FA-10002676-Colored Push
TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,TEC-AC-10003023-Logitech G10
OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,OFF-PA-10000167-Xerox 1925
TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,TEC-PH-10002185-QVS USB Car 
FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,FUR-FU-10000758-DAX Natural 
TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,TEC-MA-10004679-StarTech.com
OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",OFF-AP-10002495-Acco Smartso
OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,OFF-BI-10002414-GBC ProClick
TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,TEC-AC-10003133-Memorex Mini
TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,TEC-AC-10002006-Memorex Micr
OFF-LA-10002381,Office Supplies,Labels,Avery 497,OFF-LA-10002381-Avery 497
OFF-FA-10001843,Office Supplies,Fasteners,Staples,OFF-FA-10001843-Staples
OFF-LA-10003077,Office Supplies,Labels,Avery 500,OFF-LA-10003077-Avery 500
OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page","OFF-PA-10003424-""While you W"
OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,OFF-PA-10004405-Rediform Voi
FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,FUR-BO-10003965-O'Sullivan M
FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,FUR-FU-10002088-Nu-Dell Floa
TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,TEC-AC-10000736-Logitech G60
FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",FUR-BO-10003966-Sauder Facet
OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,OFF-AP-10000828-Avanti 4.4 C
OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,OFF-AP-10002906-Hoover Repla
OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,OFF-AP-10003860-Fellowes Adv
FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",FUR-TA-10001307-SAFCO PlanMa
OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,OFF-PA-10001457-White GlueTo
OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,OFF-AP-10002082-Holmes HEPA 
TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",TEC-AC-10003590-TRENDnet 56K
OFF-PA-10004355,Office Supplies,Paper,Xerox 231,OFF-PA-10004355-Xerox 231
OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,OFF-PA-10004947-Easy-staple 
FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,FUR-TA-10004607-Hon 2111 Inv
OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,OFF-PA-10003893-Xerox 1962
TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,TEC-PH-10001817-Wilson Elect
FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",FUR-BO-10000330-Sauder Camde
OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",OFF-BI-10001900-DXL Angle-Vi
FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",FUR-BO-10003159-Sauder Camde
FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,FUR-FU-10001591-Advantus Pan
OFF-LA-10002034,Office Supplies,Labels,Avery 478,OFF-LA-10002034-Avery 478
OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",OFF-BI-10001628-Acco Data Fl
OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,OFF-ST-10000877-Recycled Ste
OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,OFF-AR-10004752-Blackstonian
OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,OFF-PA-10000675-Xerox 1919
OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,OFF-PA-10001609-Tops Wirebou
TEC-PH-10001615,Technology,Phones,AT&T CL82213,TEC-PH-10001615-AT&T CL82213
TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,TEC-AC-10004568-Maxell LTO 
FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,FUR-CH-10001854-Office Star 
OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",OFF-AR-10000475-Hunt BOSTON 
TEC-PH-10000455,Technology,Phones,GE 30522EE2,TEC-PH-10000455-GE 30522EE2
OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",OFF-PA-10001994-Ink Jet Note
TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,TEC-AC-10002926-Logitech Wir
TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,TEC-PH-10004897-Mediabridge 
FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,FUR-FU-10001196-DAX Cubicle 
OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,OFF-PA-10000595-Xerox 1929
OFF-LA-10000443,Office Supplies,Labels,Avery 501,OFF-LA-10000443-Avery 501
OFF-LA-10001771,Office Supplies,Labels,Avery 513,OFF-LA-10001771-Avery 513
OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,OFF-AP-10001394-Harmony Air 
FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",FUR-FU-10002553-Electrix Inc
OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233-Honeywell En
FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",FUR-CH-10004754-Global Stack
OFF-PA-10000809,Office Supplies,Paper,Xerox 206,OFF-PA-10000809-Xerox 206
FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",FUR-FU-10002878-Seth Thomas 
TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,TEC-PH-10002624-Samsung Gala
TEC-PH-10002885,Technology,Phones,Apple iPhone 5,TEC-PH-10002885-Apple iPhone
TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,TEC-PH-10000895-Polycom VVX 
TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,TEC-MA-10000488-Bady BDG101F
OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,OFF-PA-10003729-Xerox 1998
OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,OFF-AP-10001005-Honeywell Qu
FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,FUR-CH-10000988-Hon Olson St
FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",FUR-FU-10001986-Dana Fluores
FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,FUR-FU-10004973-Flat Face Po
OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",OFF-ST-10000464-Multi-Use Pe
OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,OFF-PA-10000528-Xerox 1981
OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,OFF-PA-10003129-Tops White C
OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,OFF-AR-10003631-Staples in m
OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",OFF-BI-10002133-Wilson Jones
TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,TEC-PH-10004959-Classic Ivor
FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",FUR-BO-10001918-Sauder Fores
FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",FUR-FU-10001617-Executive Im
TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,TEC-PH-10002824-Jabra SPEAK 
OFF-PA-10003309,Office Supplies,Paper,Xerox 211,OFF-PA-10003309-Xerox 211
OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,OFF-ST-10002554-Tennsco Indu
OFF-AR-10002067,Office Supplies,Art,Newell 334,OFF-AR-10002067-Newell 334
FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer","FUR-TA-10004175-Hon 30"" x 60"
FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,FUR-TA-10004767-Safco Drafti
OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,OFF-EN-10002621-Staple envel
OFF-LA-10003714,Office Supplies,Labels,Avery 510,OFF-LA-10003714-Avery 510
FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,FUR-FU-10001889-Ultra Door P
OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,OFF-AR-10003723-Avery Hi-Lit
OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",OFF-PA-10000241-IBM Multi-Pu
OFF-AR-10001446,Office Supplies,Art,Newell 309,OFF-AR-10001446-Newell 309
OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,OFF-BI-10001359-GBC DocuBind
OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,OFF-EN-10001749-Jiffy Padded
OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,OFF-BI-10004390-GBC DocuBind
TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",TEC-PH-10004924-SKILCRAFT Te
FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,FUR-CH-10000155-Global Comet
OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,OFF-BI-10001757-Pressboard H
